33,38,50,60,84,95
22,36,63,74,92,0
3,5,19,53,0,0
39,42,67,81,0,0
7,64,90,0,0,0
13,56,80,0,0,0
14,46,86,0,0,0
15,27,94,0,0,0
23,37,65,0,0,0
40,58,78,0,0,0
8,91,0,0,0,0
10,20,0,0,0,0
24,47,0,0,0,0
41,66,0,0,0,0
43,82,0,0,0,0
44,83,0,0,0,0
55,70,0,0,0,0
61,77,0,0,0,0
71,89,0,0,0,0
85,96,0,0,0,0
